zip,city,region,district
7014,Ninh Binh,East,District #03
7016,Son Tay,East,District #04
7017,Lao Cai,East,District #03
7018,Hanoi,East,District #04
7019,Hai Phong,East,District #03
7020,Lao Cai,East,District #03
7021,Phu Ly,East,District #03
7022,Nam Dinh,East,District #03
7023,Bac Ninh,East,District #04
7024,Viet Tri,East,District #03
7026,Thai Nguyen,East,District #03
7027,Cam Pha,East,District #04
7028,Ninh Binh,East,District #03
7029,Ha Long,East,District #03
7030,Nam Dinh,East,District #03
7031,Thai Nguyen,East,District #03
7032,Ha Long,East,District #03
7033,Viet Tri,East,District #04
7034,Thai Nguyen,East,District #03
7035,Uong Bi,East,District #03
7036,Uong Bi,East,District #04
7039,Cam Pha,East,District #04
7040,Thai Nguyen,East,District #04
7041,Hai Phong,East,District #04
7042,Uong Bi,East,District #03
7043,Cam Pha,East,District #03
7044,Ha Long,East,District #03
7045,Ha Long,East,District #03
7046,Lao Cai,East,District #03
7047,Nam Dinh,East,District #03
7050,Bac Giang,East,District #04
7051,Nam Dinh,East,District #04
7052,Hai Phong,East,District #03
7054,Bac Giang,East,District #03
7055,Hanoi,East,District #03
7057,Thai Nguyen,East,District #03
7058,Ninh Binh,East,District #03
7059,Cam Pha,East,District #04
7060,Ninh Binh,East,District #04
7061,Cam Pha,East,District #04
7062,Uong Bi,East,District #04
7063,Hanoi,East,District #04
7064,Viet Tri,East,District #04
7065,Bac Giang,East,District #04
7066,Hai Phong,East,District #04
7067,Ha Long,East,District #04
7068,Nam Dinh,East,District #03
7069,Phu Ly,East,District #04
7070,Viet Tri,East,District #03
7071,Bac Giang,East,District #03
7072,Thai Nguyen,East,District #03
7073,Viet Tri,East,District #03
7074,Uong Bi,East,District #03
7075,Thai Nguyen,East,District #03
7076,Lao Cai,East,District #04
7077,Cam Pha,East,District #04
7078,Son Tay,East,District #04
7079,Ha Long,East,District #04
7080,Thai Nguyen,East,District #04
7081,Son Tay,East,District #04
7082,Nam Dinh,East,District #03
7083,Ha Long,East,District #04
7086,Lao Cai,East,District #03
7087,Ha Long,East,District #03
7088,Viet Tri,East,District #04
7090,Nam Dinh,East,District #04
7092,Bac Giang,East,District #04
7093,Son Tay,East,District #03
7094,Bac Giang,East,District #03
7095,Bac Ninh,East,District #04
7096,Son Tay,East,District #03
7102,Son Tay,East,District #04
7103,Cam Pha,East,District #04
7104,Uong Bi,East,District #03
7105,Cam Pha,East,District #04
7106,Hanoi,East,District #04
7107,Thai Nguyen,East,District #03
7108,Nam Dinh,East,District #04
7109,Nam Dinh,East,District #03
7110,Cam Pha,East,District #03
7111,Hanoi,East,District #04
7112,Ninh Binh,East,District #04
7114,Nam Dinh,East,District #04
7201,Nam Dinh,East,District #04
7202,Thai Nguyen,East,District #04
7203,Thai Nguyen,East,District #04
7204,Ninh Binh,East,District #04
7205,Hai Phong,East,District #04
7206,Lao Cai,East,District #04
7208,Bac Giang,East,District #04
7302,Viet Tri,East,District #03
7304,Phu Ly,East,District #03
7305,Uong Bi,East,District #03
7306,Ha Long,East,District #03
7307,Son Tay,East,District #03
7310,Viet Tri,East,District #03
7401,Viet Tri,East,District #03
7403,Viet Tri,East,District #03
7405,Ninh Binh,East,District #03
7407,Viet Tri,East,District #03
7410,Ninh Binh,East,District #03
7416,Bac Ninh,East,District #03
7417,Ha Long,East,District #03
7418,Nam Dinh,East,District #03
7419,Uong Bi,East,District #03
7420,Cam Pha,East,District #03
7421,Hai Phong,East,District #03
7422,Ha Long,East,District #03
7423,Son Tay,East,District #03
7424,Phu Ly,East,District #03
7428,Phu Ly,East,District #03
7430,Ha Long,East,District #03
7432,Hanoi,East,District #03
7435,Thai Nguyen,East,District #03
7436,Ninh Binh,East,District #03
7438,Cam Pha,East,District #03
7439,Phu Ly,East,District #03
7440,Bac Giang,East,District #03
7442,Bac Giang,East,District #03
7444,Uong Bi,East,District #03
7446,Son Tay,East,District #03
7450,Bac Giang,East,District #03
7452,Lao Cai,East,District #03
7456,Bac Ninh,East,District #03
7457,Ninh Binh,East,District #03
7458,Cam Pha,East,District #03
7460,Lao Cai,East,District #03
7461,Bac Giang,East,District #03
7462,Uong Bi,East,District #03
7463,Thai Nguyen,East,District #03
7465,Uong Bi,East,District #03
7470,Thai Nguyen,East,District #03
7480,Ninh Binh,East,District #03
7481,Bac Giang,East,District #03
7501,Thai Nguyen,East,District #03
7502,Phu Ly,East,District #03
7503,Uong Bi,East,District #03
7504,Cam Pha,East,District #03
7505,Hanoi,East,District #03
7506,Hai Phong,East,District #03
7508,Ninh Binh,East,District #03
7509,Ninh Binh,East,District #03
7511,Hanoi,East,District #03
7512,Phu Ly,East,District #03
7513,Cam Pha,East,District #03
7514,Thai Nguyen,East,District #03
7522,Uong Bi,East,District #03
7524,Nam Dinh,East,District #03
7538,Bac Ninh,East,District #03
7544,Phu Ly,East,District #03
7601,Ha Long,East,District #03
7603,Lao Cai,East,District #03
7604,Son Tay,East,District #03
7605,Phu Ly,East,District #03
7606,Hai Phong,East,District #03
7607,Nam Dinh,East,District #03
7608,Nam Dinh,East,District #03
7620,Ha Long,East,District #03
7621,Ha Long,East,District #03
7624,Thai Nguyen,East,District #03
7626,Cam Pha,East,District #03
7627,Bac Ninh,East,District #03
7628,Bac Ninh,East,District #03
7630,Nam Dinh,East,District #03
7631,Ha Long,East,District #03
7632,Son Tay,East,District #03
7640,Uong Bi,East,District #03
7641,Nam Dinh,East,District #03
7642,Ninh Binh,East,District #03
7643,Ninh Binh,East,District #03
7644,Son Tay,East,District #03
7645,Ha Long,East,District #03
7646,Uong Bi,East,District #03
7647,Son Tay,East,District #03
7648,Ninh Binh,East,District #03
7649,Nam Dinh,East,District #03
7650,Lao Cai,East,District #03
7652,Bac Ninh,East,District #03
7653,Bac Giang,East,District #03
7656,Cam Pha,East,District #03
7657,Phu Ly,East,District #03
7660,Hai Phong,East,District #03
7661,Cam Pha,East,District #03
7662,Ninh Binh,East,District #03
7663,Cam Pha,East,District #03
7666,Nam Dinh,East,District #03
7670,Hanoi,East,District #03
7675,Cam Pha,East,District #03
7676,Viet Tri,East,District #03
7677,Cam Pha,East,District #03
7701,Uong Bi,East,District #04
7702,Lao Cai,East,District #04
7703,Phu Ly,East,District #04
7704,Nam Dinh,East,District #04
7711,Ha Long,East,District #04
7712,Hai Phong,East,District #04
7716,Bac Giang,East,District #04
7717,Viet Tri,East,District #04
7718,Nam Dinh,East,District #04
7719,Hai Phong,East,District #04
7720,Hanoi,East,District #04
7721,Thai Nguyen,East,District #04
7722,Hanoi,East,District #04
7723,Bac Ninh,East,District #04
7724,Thai Nguyen,East,District #04
7726,Cam Pha,East,District #04
7727,Uong Bi,East,District #04
7728,Thai Nguyen,East,District #04
7730,Bac Giang,East,District #04
7731,Hai Phong,East,District #04
7732,Thai Nguyen,East,District #04
7733,Son Tay,East,District #04
7734,Son Tay,East,District #04
7735,Bac Giang,East,District #04
7737,Son Tay,East,District #04
7738,Cam Pha,East,District #04
7739,Hai Phong,East,District #04
7740,Lao Cai,East,District #04
7746,Bac Ninh,East,District #04
7747,Uong Bi,East,District #04
7748,Viet Tri,East,District #04
7750,Thai Nguyen,East,District #04
7751,Phu Ly,East,District #04
7753,Bac Ninh,East,District #04
7755,Phu Ly,East,District #04
7756,Nam Dinh,East,District #04
7757,Hai Phong,East,District #04
7758,Lao Cai,East,District #04
7760,Thai Nguyen,East,District #04
7762,Uong Bi,East,District #04
7764,Ninh Binh,East,District #04
7801,Uong Bi,East,District #03
7802,Cam Pha,East,District #03
7803,Hanoi,East,District #03
7821,Phu Ly,East,District #03
7822,Ha Long,East,District #03
7823,Lao Cai,East,District #03
7825,Thai Nguyen,East,District #03
7826,Bac Giang,East,District #03
7827,Thai Nguyen,East,District #01
7828,Ha Long,East,District #03
7829,Ha Long,East,District #03
7830,Lao Cai,East,District #03
7832,Cam Pha,East,District #03
7834,Uong Bi,East,District #03
7836,Hanoi,East,District #03
7838,Bac Ninh,East,District #03
7839,Nam Dinh,East,District #03
7840,Nam Dinh,East,District #03
7843,Bac Ninh,East,District #03
7844,Thai Nguyen,East,District #03
7846,Thai Nguyen,East,District #03
7847,Nam Dinh,East,District #03
7848,Bac Giang,East,District #03
7849,Son Tay,East,District #03
7850,Cam Pha,East,District #03
7851,Uong Bi,East,District #03
7852,Son Tay,East,District #03
7853,Uong Bi,East,District #03
7856,Bac Ninh,East,District #03
7857,Bac Giang,East,District #03
7860,Bac Giang,East,District #03
7863,Ha Long,East,District #03
7865,Hai Phong,East,District #03
7866,Thai Nguyen,East,District #03
7869,Lao Cai,East,District #03
7871,Ninh Binh,East,District #03
7874,Ha Long,East,District #03
7876,Uong Bi,East,District #03
7878,Bac Ninh,East,District #03
7879,Bac Ninh,East,District #03
7880,Hanoi,East,District #03
7882,Son Tay,East,District #03
7885,Hai Phong,East,District #03
7901,Ninh Binh,East,District #04
7920,Cam Pha,East,District #03
7921,Phu Ly,East,District #03
7922,Hanoi,East,District #04
7924,Son Tay,East,District #03
7926,Bac Ninh,East,District #03
7927,Phu Ly,East,District #03
7928,Phu Ly,East,District #04
7930,Son Tay,East,District #03
7931,Ninh Binh,East,District #03
7932,Ha Long,East,District #04
7933,Lao Cai,East,District #04
7934,Thai Nguyen,East,District #03
7935,Hanoi,East,District #04
7936,Ninh Binh,East,District #03
7938,Bac Ninh,East,District #03
7940,Nam Dinh,East,District #04
7945,Phu Ly,East,District #03
7946,Ha Long,East,District #04
7950,Ninh Binh,East,District #03
7960,Thai Nguyen,East,District #03
7961,Bac Giang,East,District #03
7963,Hai Phong,East,District #03
7970,Son Tay,East,District #03
7974,Uong Bi,East,District #04
7976,Hanoi,East,District #04
7977,Hanoi,East,District #03
7979,Hanoi,East,District #03
7980,Hanoi,East,District #04
7981,Viet Tri,East,District #03
8001,Cam Pha,East,District #04
8002,Son Tay,East,District #04
8003,Cam Pha,East,District #04
8004,Bac Giang,East,District #04
8005,Viet Tri,East,District #04
8007,Bac Ninh,East,District #04
8008,Uong Bi,East,District #04
8009,Hanoi,East,District #04
8010,Nam Dinh,East,District #04
8011,Viet Tri,East,District #04
8012,Thai Nguyen,East,District #04
8015,Hai Phong,East,District #04
8016,Lao Cai,East,District #04
8018,Thai Nguyen,East,District #04
8019,Hanoi,East,District #04
8020,Phu Ly,East,District #04
8021,Cam Pha,East,District #04
8022,Bac Giang,East,District #04
8023,Lao Cai,East,District #04
8025,Thai Nguyen,East,District #04
8026,Uong Bi,East,District #04
8027,Phu Ly,East,District #04
8028,Uong Bi,East,District #04
8029,Ha Long,East,District #04
8030,Viet Tri,East,District #04
8031,Phu Ly,East,District #04
8032,Hai Phong,East,District #04
8033,Ha Long,East,District #04
8034,Viet Tri,East,District #04
8035,Hai Phong,East,District #04
8036,Lao Cai,East,District #04
8037,Hai Phong,East,District #04
8039,Viet Tri,East,District #04
8043,Thai Nguyen,East,District #04
8046,Phu Ly,East,District #04
8048,Ha Long,East,District #04
8049,Cam Pha,East,District #04
8050,Son Tay,East,District #04
8051,Nam Dinh,East,District #04
8052,Viet Tri,East,District #04
8053,Ha Long,East,District #04
8054,Ninh Binh,East,District #04
8055,Ha Long,East,District #04
8056,Thai Nguyen,East,District #04
8057,Bac Giang,East,District #04
8059,Bac Ninh,East,District #04
8060,Ha Long,East,District #04
8061,Uong Bi,East,District #04
8062,Hanoi,East,District #04
8063,Son Tay,East,District #04
8064,Hanoi,East,District #04
8065,Thai Nguyen,East,District #04
8066,Son Tay,East,District #04
8067,Ha Long,East,District #04
8068,Hai Phong,East,District #04
8069,Phu Ly,East,District #04
8070,Hai Phong,East,District #04
8071,Lao Cai,East,District #04
8072,Bac Giang,East,District #04
8073,Lao Cai,East,District #04
8074,Nam Dinh,East,District #04
8075,Hai Phong,East,District #04
8077,Phu Ly,East,District #04
8078,Lao Cai,East,District #04
8079,Thai Nguyen,East,District #04
8080,Bac Ninh,East,District #04
8081,Uong Bi,East,District #04
8083,Bac Giang,East,District #04
8084,Nam Dinh,East,District #04
8085,Bac Ninh,East,District #04
8086,Uong Bi,East,District #04
8087,Hanoi,East,District #04
8088,Thai Nguyen,East,District #04
8089,Thai Nguyen,East,District #04
8090,Hanoi,East,District #04
8091,Hai Phong,East,District #04
8092,Bac Giang,East,District #04
8093,Hai Phong,East,District #04
8094,Thai Nguyen,East,District #04
8095,Cam Pha,East,District #04
8096,Lao Cai,East,District #04
8097,Hai Phong,East,District #04
8098,Bac Giang,East,District #04
8099,Hai Phong,East,District #04
8102,Bac Giang,East,District #04
8103,Ninh Binh,East,District #04
8104,Bac Giang,East,District #04
8105,Son Tay,East,District #04
8106,Hai Phong,East,District #04
8107,Hanoi,East,District #04
8108,Hanoi,East,District #04
8109,Thai Nguyen,East,District #04
8110,Ha Long,East,District #04
8201,Hai Phong,East,District #04
8202,Nam Dinh,East,District #04
8203,Son Tay,East,District #04
8204,Ninh Binh,East,District #04
8205,Hanoi,East,District #04
8210,Lao Cai,East,District #04
8213,Bac Ninh,East,District #04
8214,Thai Nguyen,East,District #04
8215,Bac Ninh,East,District #04
8219,Uong Bi,East,District #04
8220,Uong Bi,East,District #04
8221,Phu Ly,East,District #04
8223,Ha Long,East,District #04
8224,Bac Ninh,East,District #04
8225,Hai Phong,East,District #04
8226,Viet Tri,East,District #04
8230,Bac Giang,East,District #04
8231,Uong Bi,East,District #04
8232,Cam Pha,East,District #04
8234,Nam Dinh,East,District #04
8240,Hai Phong,East,District #04
8241,Son Tay,East,District #04
8242,Thai Nguyen,East,District #04
8243,Hai Phong,East,District #04
8244,Thai Nguyen,East,District #04
8247,Son Tay,East,District #04
8250,Lao Cai,East,District #04
8251,Viet Tri,East,District #04
8260,Cam Pha,East,District #04
8270,Bac Ninh,East,District #04
8302,Ha Long,East,District #04
8310,Cam Pha,East,District #04
8311,Hai Phong,East,District #04
8312,Viet Tri,East,District #04
8313,Ninh Binh,East,District #04
8314,Hai Phong,East,District #04
8315,Bac Giang,East,District #04
8316,Viet Tri,East,District #04
8317,Hanoi,East,District #04
8318,Bac Ninh,East,District #04
8319,Nam Dinh,East,District #04
8320,Hanoi,East,District #04
8322,Bac Giang,East,District #04
8323,Phu Ly,East,District #04
8324,Uong Bi,East,District #04
8326,Lao Cai,East,District #04
8327,Son Tay,East,District #04
8328,Uong Bi,East,District #04
8330,Bac Ninh,East,District #04
8332,Ninh Binh,East,District #04
8340,Bac Ninh,East,District #04
8341,Cam Pha,East,District #04
8342,Ha Long,East,District #04
8343,Son Tay,East,District #04
8344,Viet Tri,East,District #04
8345,Thai Nguyen,East,District #04
8346,Uong Bi,East,District #04
8347,Bac Ninh,East,District #04
8348,Ha Long,East,District #04
8349,Lao Cai,East,District #04
8350,Lao Cai,East,District #04
8352,Ninh Binh,East,District #04
8353,Bac Ninh,East,District #04
8360,Nam Dinh,East,District #04
8361,Hanoi,East,District #04
8362,Phu Ly,East,District #04
8401,Thai Nguyen,East,District #04
8402,Lao Cai,East,District #04
8403,Lao Cai,East,District #04
8404,Hai Phong,East,District #04
8406,Hai Phong,East,District #04
8501,Bac Giang,East,District #04
8502,Viet Tri,East,District #03
8505,Bac Giang,East,District #04
8510,Son Tay,East,District #04
8511,Viet Tri,East,District #04
8512,Lao Cai,East,District #04
8514,Uong Bi,East,District #04
8515,Ninh Binh,East,District #04
8518,Ninh Binh,East,District #04
8520,Lao Cai,East,District #04
8525,Bac Ninh,East,District #04
8527,Son Tay,East,District #04
8528,Phu Ly,East,District #04
8530,Lao Cai,East,District #04
8533,Uong Bi,East,District #04
8534,Son Tay,East,District #04
8535,Phu Ly,East,District #04
8536,Phu Ly,East,District #04
8540,Ha Long,East,District #04
8544,Son Tay,East,District #04
8550,Thai Nguyen,East,District #04
8551,Ninh Binh,East,District #03
8554,Son Tay,East,District #04
8555,Son Tay,East,District #04
8558,Nam Dinh,East,District #03
8559,Cam Pha,East,District #03
8560,Ha Long,East,District #04
8561,Bac Ninh,East,District #04
8562,Son Tay,East,District #04
8602,Phu Ly,East,District #04
8607,Cam Pha,East,District #04
8608,Ninh Binh,East,District #04
8609,Thai Nguyen,East,District #04
8610,Cam Pha,East,District #04
8611,Uong Bi,East,District #04
8618,Phu Ly,East,District #04
8619,Thai Nguyen,East,District #04
8620,Uong Bi,East,District #04
8628,Cam Pha,East,District #04
8629,Lao Cai,East,District #04
8638,Bac Ninh,East,District #04
8640,Viet Tri,East,District #04
8641,Son Tay,East,District #04
8648,Nam Dinh,East,District #04
8690,Nam Dinh,East,District #04
8691,Thai Nguyen,East,District #04
8701,Ninh Binh,East,District #04
8720,Hai Phong,East,District #04
8721,Phu Ly,East,District #04
8722,Cam Pha,East,District #04
8723,Hai Phong,East,District #04
8724,Uong Bi,East,District #04
8730,Phu Ly,East,District #04
8731,Phu Ly,East,District #04
8732,Cam Pha,East,District #04
8733,Thai Nguyen,East,District #04
8734,Ha Long,East,District #04
8735,Hanoi,East,District #04
8736,Bac Ninh,East,District #04
8738,Uong Bi,East,District #04
8740,Son Tay,East,District #04
8741,Uong Bi,East,District #04
8742,Thai Nguyen,East,District #04
8750,Son Tay,East,District #04
8751,Ha Long,East,District #04
8752,Son Tay,East,District #04
8753,Nam Dinh,East,District #04
8754,Bac Ninh,East,District #04
8755,Bac Ninh,East,District #04
8757,Nam Dinh,East,District #04
8758,Son Tay,East,District #04
8759,Thai Nguyen,East,District #04
8801,Ninh Binh,East,District #03
8802,Thai Nguyen,East,District #03
8803,Viet Tri,East,District #03
8804,Hanoi,East,District #03
8805,Nam Dinh,East,District #04
8807,Lao Cai,East,District #03
8809,Phu Ly,East,District #03
8810,Uong Bi,East,District #04
8812,Viet Tri,East,District #04
8816,Thai Nguyen,East,District #04
